ec,lex,ls,sp,pfm,vbs,vbe,nme,prs,vt,ps,nu,gn,st,form
1,"BWC[",0,1,0,0,7,0,0,2,3,3,0,-1,"B(WC[W"
2,"LZ",0,8,-1,-1,-1,-1,-1,-1,-1,1,0,-1,"LZ"
2,"<ZR[",0,1,1,0,1,0,9,3,2,1,2,-1,"!!<ZR[+NW"
1,"<LH[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!<LH["
1,"PTX/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"PTX/+W"
1,"<WD[",0,1,7,2,1,1,0,6,0,1,2,0,"!M!](H]<(W&JD[/"
3,"T<NWG/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"T<NWG/JM"
2,"MWSDH=/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"MWSD(H=/WT:a"
2,"BZZ[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!BZ(Z[H="
1,"KSH[",0,1,8,1,1,0,4,1,3,1,1,-1,"!T=!KS(H[:d+K"
2,"XYRJ/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XYR(J&W/"
2,"TQ<[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!&WTQ<[W"
1,"QWH[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!QW(H[:d"
2,"QWM[",0,1,7,2,1,1,0,6,0,1,2,1,"!M!](H]Q(W&JM[/~J"
1,"KPR[",0,1,0,0,3,0,0,2,2,1,2,-1,"KPR[T"
2,"QR>[",0,1,1,0,1,0,8,3,2,1,2,-1,"!!QR>[~N+H"
1,"NBV[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H](NB&JV["
3,"TXTWN/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"TXTWN/WT"
2,"BJT/",0,2,-1,-1,-1,7,0,-1,-1,1,2,2,"BJT/~H:a"
2,"<GLH=/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"<GL(H=/H"
1,"DWH/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"DWH/:a"
1,">XR[",0,1,3,1,7,0,0,1,2,3,2,-1,"!T!>XR[W:d"
1,"STR[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]STR["
1,">MY[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!>MY[:d"
1,"<LH[",0,1,0,0,1,2,0,6,0,1,1,2,"<&WL(H[/H"
2,"PRY[",0,1,0,0,1,1,0,6,0,1,2,0,"PRY[/"
1,"QRWB/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"QRWB/"
1,"XRG[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!XRG[W"
1,"XDWH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"XDW(H/T:c"
1,"BZZ[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!BZ(Z[W"
2,"GNN[",0,1,1,0,1,1,0,5,0,0,0,2,"!!GN&WN[/:a"
1,"BWY/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"BWY/"
2,"BR>[",0,1,0,0,1,0,9,2,3,1,2,-1,"BR>[+NW"
1,"DLQ[",0,1,0,0,3,0,0,2,2,1,2,-1,"DLQ[T"
2,"CLJCJ/",-3,13,-1,-1,-1,3,0,-1,-1,1,1,0,"CL(JCJ/T"
1,">KL[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!>KL["
1,"ZKR/",0,2,-1,-1,-1,1,4,-1,-1,1,2,2,"ZKR/+K"
1,"BW>[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!BW>["
2,"RB<=[",0,1,1,0,1,1,8,4,0,0,0,2,"!!RB<=[/+H"
2,"BT=/",0,2,-1,-1,-1,1,0,-1,-1,1,0,0,"BT=/"
1,"YWR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"YWR/"
1,"QRB/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"QRB/+W"
1,"QRB[",0,1,0,2,1,0,8,2,3,1,2,-1,"]H]QR&JB[+H"
1,"XTT[",0,1,8,3,1,0,0,1,3,1,1,-1,"!T=!](N]XT(T["
1,"PYR[",0,1,1,2,1,1,0,5,0,0,0,2,"!!]H]PYR[/:a"
1,">L<LH/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,">L<L(H&>/"
1,"CXX[",0,1,8,3,1,0,0,1,3,1,1,-1,"!T=!](N]CX(X["
2,"XQ/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"XQ/J+(J"
1,"FJBH/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"FJB(H/T+J"
2,"DRK[",0,1,0,0,1,6,0,62,0,3,1,0,"DRK[/WT:p"
2,"M<DN/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"M<DN/J"
2,"ZKR[",0,1,0,0,1,5,0,6,0,3,2,1,"ZKR[/J"
1,"XRVM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XRVM/(JM"
2,"NCK[",0,1,0,1,7,0,0,2,3,3,0,-1,"NCK[W:d"
2,"ZMR[",0,1,5,1,18,0,0,1,1,3,0,-1,"!N!ZMR[H=:d"
1,"M>S[",0,1,1,0,1,1,0,5,0,0,0,2,"!!M>S[/:a"
2,"P>H==/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"P>(H==/H"
2,"XPJM/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XP(JM/"
1,"NCK/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"NCK/"
3,"TXC/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TXC/"
2,"R<B[",0,1,2,2,1,0,4,1,3,1,2,-1,"!J!](H]R<B[+K"
1,"XJJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XJ(J(M/JM"
2,"PQX[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!PQX[&H"
2,"QCH/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"QCH/:a"
1,"SWR[",0,1,1,0,1,1,0,4,0,0,0,0,"!!SWR[/:c"
2,"NSK=[",0,1,0,0,1,2,0,62,0,1,1,2,"NS&WK=[/H:p"
2,"SPR[",0,1,7,1,1,1,0,6,0,1,2,0,"!M!SPR[/:d"
1,"KTB/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"KTB/"
1,"JTD/",0,2,-1,-1,-1,12,5,-1,-1,3,1,2,"JTD/(WTJ+K="
2,"TNH[",0,1,1,1,1,6,0,4,0,0,0,0,"!!TN(H[/WT:d"
2,"TLM/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TLM/"
2,"JQR[",0,1,1,2,1,0,0,3,2,1,2,-1,"!!]H](JQR["
2,"JRH[",0,1,4,2,1,0,0,1,1,1,0,-1,"!>!](H](J&WRH["
2,"XWH=[",0,1,4,1,1,0,4,1,1,1,0,-1,"!>!XW(H=[:d+K"
2,"JRDN/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"JRDN/"
1,"B>R[",0,1,1,1,1,1,0,5,0,0,0,2,"!!B>R[/:da"
1,"<LH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"<&WL(H/H"
2,"TQP[",0,1,2,0,1,0,6,1,3,1,2,-1,"!J!TQP[+W"
2,"TFWMT/",0,2,-1,-1,-1,3,0,-1,-1,1,1,0,"TFWM(T/T"
1,"ZKWR==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"ZKWR==/"
1,"FVH[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!FV(H["
1,"DRC[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!DR&WC["
1,"KTB[",0,1,0,0,1,0,0,2,3,1,2,-1,"KTB["
1,">HB[",0,1,7,1,1,5,5,6,0,3,2,2,"!M!>HB[/J:d+K="
1,"JR>/",0,13,-1,-1,-1,5,6,-1,-1,3,2,2,"JR>/J+W"
1,">MR[",-1,1,8,0,1,0,0,1,3,1,1,-1,"!T=!>MR["
2,"PTX[",0,1,1,1,1,1,0,5,0,0,0,2,"!!PTX[/:da"
2,">NQH=/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,">NQ(H=/H"
2,">ZN[",0,1,7,2,1,1,0,6,0,1,2,0,"!M!](H](>Z&JN[/"
2,"CDD[",0,1,1,0,1,1,0,5,0,0,0,2,"!!CD&WD[/:a"
1,"GZLH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"GZL(H/T:c"
1,"NV</",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"NV</+K="
1,">RY/",0,2,-1,-1,-1,7,0,-1,-1,1,0,0,">RY/~H"
2,"RJQ=/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"RJQ=/JM"
1,"XTJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,"XT(J/JM"
2,"C>WLJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"C>WLJ/"
2,">JC/",-6,2,-1,-1,-1,4,0,-1,-1,3,2,2,">(J&NC/JM"
2,"XRH=[",0,1,0,0,7,0,0,2,3,3,0,-1,"XR(H=[W"
1,"PWY[",0,1,0,3,8,0,0,2,2,3,2,-1,"]N]P(WY[&WTM"
2,">DB[",0,1,1,2,1,1,0,4,0,0,0,0,"!!](H]>D&JB[/:c"
2,"BGDWT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"BGD(W(T/WT"
2,"BRJX==/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"BR(JX==/"
1,"LQX[",0,1,2,0,1,0,8,1,3,1,2,-1,"!J!(LQX[~N+H"
2,"DDN/",0,3,-1,-1,-1,7,-1,-1,-1,1,0,0,"DDN/~H"
1,"QLLH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"QLL(H/T:c"
2,">JB[",0,1,0,0,1,1,4,6,0,1,2,2,">&WJB[/&J+K"
2,"NF>[",0,1,0,0,7,0,0,2,3,3,0,-1,"NF(>[W"
2,"NTN[",0,1,2,8,1,0,0,1,3,1,2,-1,"!J!](H]NTN[:u"
2,"<RB[",0,1,0,0,1,0,0,2,3,1,2,-1,"<RB["
1,"FLW/",0,2,-1,-1,-1,1,0,-1,-1,1,1,0,"FLW/"
3,"QWM[",0,1,7,6,1,2,0,6,0,1,1,2,"!M!](HT]QWM&M[/H"
2,"XLQ=/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"XLQ=/:a"
1,">MY[",0,1,7,1,1,1,0,6,0,1,2,0,"!M!>MY[/:d"
3,"RDJD/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"RDJD/JM"
1,"GW<[",0,1,0,0,7,0,0,2,3,3,0,-1,"GW<[W"
1,"JBL[",0,1,2,2,7,0,8,1,3,3,2,-1,"!J!](H](JBL[W+H"
1,"RJX/",0,2,-1,-1,-1,1,9,-1,-1,1,2,2,"RJX/+NW"
1,"CLM[",0,1,0,1,6,0,0,2,1,1,0,-1,"CLM[TJ:d"
2,"MZMRH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"MZMR(H/WT"
1,"XSR[",0,1,1,0,1,1,0,5,0,0,0,2,"!!XS&WR[/:a"
2,"XMS/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"XMS/+W"
1,">RY/",0,2,-1,-1,-1,1,0,-1,-1,1,0,0,">RY/"
1,"F<R==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"F<R==/"
2,"M<WNJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"M<WN(J(M/JM"
1,"C>B[",0,1,1,0,12,0,0,3,2,1,1,-1,"!!C>B[J"
1,"L",0,5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,"L+K&J="
1,"DRK/",-3,2,-1,-1,-1,5,6,-1,-1,3,2,2,"DRK/(J+W"
2,"R<<[",0,1,3,2,1,0,0,1,2,1,2,-1,"!T!](H]R<(<["
2,"NDR[",0,1,1,0,1,1,0,4,0,0,0,0,"!!NDR[/:c"
1,"YDQ/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"YDQ/+K="
2,"CKB[",0,1,2,0,1,0,8,1,3,1,2,-1,"!J!C(K&G(B&L[+&NH"
1,"CCN/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CCN/"
1,"CM<[",0,1,0,0,1,1,0,6,0,1,2,0,"CM<[/"
2,"MY>[",0,1,0,0,6,0,0,2,1,1,0,-1,"MY>[TJ"
2,"SPRWJM=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"SPR(WJM=/"
2,"<BWT/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"<B(WT/:a"
1,"SJRH/",0,2,-1,-1,-1,4,0,-1,-1,3,1,2,"SJR(H/JM"
1,"<CQ[",0,1,2,0,7,0,2,1,3,3,2,-1,"!J!<CQ[(W+NJ"
1,"<ZR[",0,1,2,0,1,0,4,1,3,1,2,-1,"!J!<ZR[~(N+K"
2,"LQQ[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!LQ(Q["
1,"NXL[",0,1,0,0,3,0,0,2,2,1,2,-1,"NXL[T"
1,"XJH[",0,1,3,1,1,0,9,1,2,1,2,-1,"!T!XJ(H[:d+NW"
1,">JN/",-5,2,-1,-1,-1,1,0,-1,-1,1,2,1,">JN/:c"
2,"BRK[",0,1,0,1,1,0,6,2,3,1,2,-1,"BRK[:d+W"
1,"JWM/",-4,2,-1,-1,-1,4,0,-1,-1,3,2,2,"J(WM/(JM"
2,"SP/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"SP/:a"
1,"FRJHW/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"FRJHW/"
1,"MCKB/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"MCKB/+J"
2,">DJR/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,">D(JR/(JM"
1,"MY>[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!MY>["
1,"XRWY/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"XRWY/"
2,"MX>[",0,1,1,0,1,1,4,4,0,0,0,2,"!!MX>[/+K"
2,"GBRT/",0,2,-1,-1,-1,3,8,-1,-1,1,1,2,"GBR(T/T+H"
2,"XTL[",0,1,1,8,1,1,0,5,0,0,0,2,"!!]H]XTL[/:ua"
2,"MR>H/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"MR>(H&J/+K="
1,"QVR[",0,1,1,1,1,1,0,5,0,0,0,2,"!!QVR[/:da"
1,"QBR[",0,1,4,3,1,0,0,1,1,1,0,-1,"!>!](N]QBR["
1,"JD/",0,2,-1,-1,-1,13,0,-1,-1,2,0,1,"JD/(J="
2,"MWT[",0,1,0,2,6,0,8,2,1,1,0,-1,"]H]M(W(T[TJ+H"
1,"RXMJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"RXM(J(M/JM"
2,"XJL[",0,1,0,4,3,0,0,2,2,1,2,-1,"X(J&WL&L[T:du"
1,"SBB[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!SB(B[W"
2,"RKS/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"RKS/JM"
1,"QRB[",0,1,0,0,1,0,0,2,3,1,2,-1,"QRB["
2,"NTK[",0,1,3,8,7,0,0,1,2,3,2,-1,"!T!](H](NTK[W:u"
2,"GWR=[",0,1,1,0,1,1,0,5,0,0,0,2,"!!GWR=[/:a"
1,"TKN[",0,1,0,1,1,0,0,2,3,1,2,-1,"TKN[:d"
1,"HGH=[",0,1,0,0,1,0,0,2,3,1,2,-1,"HGH=["
2,"YPN[",0,1,0,0,1,1,0,62,0,1,2,2,"YP&WN[/:pa"
1,"VMN[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H]VMN[W"
2,"HLK[",0,1,7,2,1,1,5,6,0,1,2,2,"!M!](H](H&WL&JK[/+K="
1,"B<R[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]B<R["
2,"CQWJ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"CQWJ/"
2,"BNH[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!BN(H[W"
1,"MR>CWT/",-4,2,-1,-1,-1,12,6,-1,-1,3,1,2,"MR>C(W(T/(WTJ+W"
3,"QRH[",0,1,0,1,7,0,7,2,3,3,0,-1,"QR(H[W:d+HW"
2,"CWR/",0,2,-1,-1,-1,1,4,-1,-1,1,2,2,"C(WR/+K"
2,"GLH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"GL(H/H"
3,"MSKNT/",0,2,-1,-1,-1,1,0,-1,-1,1,1,0,"MSKNT/"
1,"QWM[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!Q(WM["
2,"KNT/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"KN(T/WT(J+W"
2,"MCWBB/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MCWBB/"
1,"MCK[",0,1,0,0,3,0,0,2,2,1,2,-1,"MCK[T"
2,">XWR/",-4,2,-1,-1,-1,5,0,-1,-1,3,2,1,">X(WR/J"
3,"PRXX/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"PRXX/"
1,"RYWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"RYWN/:c"
2,"Y<Q[",0,1,1,0,15,0,0,3,2,3,1,-1,"!!Y<Q[NH"
1,"MJDB>/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"MJDB>/"
2,"BMH/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"BM(H/(WTJ+W"
1,"STR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"STR/"
2,"XTN[",0,1,0,0,1,1,4,6,0,1,2,2,"XTN[/+K"
2,"XNM",0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XNM"
1,">XD/",-1,2,-1,-1,-1,3,0,-1,-1,1,1,0,">XD/(T"
1,"<LVH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"<LV(H/H"
1,"R>CJT/",0,2,-1,-1,-1,1,6,-1,-1,1,1,2,"R>CJT/+W"
2,"NKL[",0,1,0,1,7,0,0,2,3,3,0,-1,"NKL[W:d"
2,"KBFH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"KBF(H/H"
2,">MY[",0,1,1,1,1,1,0,5,0,0,0,2,"!!>MY[/:da"
2,"MHRJ/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MHRJ/"
2,"<WJT/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"<(WJ&WT/"
2,"B<FJH/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"B<FJH/"
2,">JMH/",0,2,-1,-1,-1,3,4,-1,-1,1,1,2,">(JM(H/T+K"
1,"VRP==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"VRP==/"
1,"NW<[",0,1,1,0,1,1,0,5,0,0,0,2,"!!NW<[/:a"
2,">T",0,5,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,">&WT+N&H"
1,"<BR=[",0,1,7,6,1,1,0,6,0,1,2,0,"!M!](HT]<BR=[/"
2,"MYBJH/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MYBJH/"
2,"MYWDH=/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MYWD(H=/H"
1,"NCH[",0,1,3,3,1,0,2,1,2,1,2,-1,"!T!](N]NC(H[+NJ"
1,"SLX[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!SLX["
2,"J<D[",0,1,5,3,18,0,0,1,1,3,0,-1,"!N!](N](J&W<D[H="
1,"KFB/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"KFB/"
2,"BRJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"BR(J(M/JM"
1,"MCL[",0,1,0,0,1,0,0,2,3,1,2,-1,"MCL["
3,"NBWKDN>YR/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"NBWKDN(>YR/"
1,"MWT/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"M(WT/+W"
3,"MHH[",0,1,0,6,6,0,0,2,1,1,0,-1,"]HT]MH&MH[TJ"
2,">LH===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">LH===/"
1,"JY>[",0,1,1,2,1,1,0,4,0,0,0,0,"!!]H](J&WY&J>[/:c"
1,">NX[",0,1,0,3,1,2,0,6,0,1,1,2,"]N]>NX[/H"
2,"XCK[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]XC&JK["
2,"JKL[",0,1,1,0,1,1,0,5,0,0,0,2,"!!JKL[/:a"
1,">RG/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">RG/"
1,"NGP[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!(NG&WP["
1,"<R==/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"<R==/"
2,"JR>[",0,1,1,0,1,3,4,4,0,0,0,2,"!!JR>[/T+K"
1,"MNWD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"MNWD/:c"
2,"NQP[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H](NQ&JP["
1,"CBR[",0,1,1,0,1,0,13,3,2,1,2,-1,"!!CBR[+M"
1,"CKB[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!CKB["
1,"NQD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"NQD/"
2,"PTX[",0,1,0,1,1,0,0,2,3,1,2,-1,"PTX[:d"
2,"<LH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"<&WL(H/(WT"
2,"CMMWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"CMMWN/:a"
1,"RYH[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!RYH["
1,"DM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"DM/JM"
1,"BR</",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"BR</"
1,"BJN/",-3,2,-1,-1,-1,1,0,-1,-1,1,2,1,"BJN/:c"
1,">MR[",-1,1,2,0,7,0,4,1,3,3,2,-1,"!J!>MR[(W+K"
1,"QWM[",0,1,4,2,1,0,0,1,1,1,0,-1,"!>!](H]Q(W&JM["
2,"NDD[",0,1,7,8,1,1,0,62,0,1,2,2,"!M!](H]ND(D[/:ua"
2,"HLK[",0,1,0,0,1,1,0,6,0,1,2,0,"HL&WK[/"
1,"RMH=/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"RM(H=/H"
2,">SR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,">SR/:a"
1,">DRT/",0,2,-1,-1,-1,3,0,-1,-1,1,1,0,">DR(T/T"
1,"<NP/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"<NP/:c"
2,"NQJWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"NQJ(WN/:c"
2,"ZXX[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]ZX(X["
2,"RDH[",0,1,0,0,1,4,0,6,0,3,2,2,"RD(H[/JM"
1,"MNXH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MNX(H/H"
2,"CM<[",0,1,0,0,1,1,8,6,0,1,2,2,"CM<[/&J+(H&W"
2,"MMLKH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"MMLK(H/(WT:c"
2,"JYR[",0,1,0,0,1,0,0,2,3,1,2,-1,"JYR["
3,"QYH/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"QY(H/WTJ+W"
1,"NCQ[",0,1,0,0,2,0,0,2,3,1,1,-1,"NCQ[H"
2,"JQ<[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!(JQ<["
2,"JRH=[",0,1,2,2,1,0,13,1,3,1,2,-1,"!J!](H](JR(H=[+M"
1,"XD=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"XD=/"
1,"SBLWT/",0,2,-1,-1,-1,6,13,-1,-1,3,1,2,"SBL(W(T/(WT+M"
2,"MQQ[",0,1,0,3,1,4,0,6,0,3,2,2,"]N]MQ(Q[/JM"
2,"NBL==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"NBL==/:a"
1,"<ZR[",0,1,1,0,1,1,0,4,0,0,0,0,"!!<Z&WR[/:c"
2,">RWNH/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">R(WN&JH/"
2,"BJN[",0,1,0,0,6,0,0,2,1,1,0,-1,"BJN[TJ"
2,"<ZRH==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"<ZRH==/"
1,"YPH[",0,1,0,0,1,5,5,6,0,3,2,2,"YP(H[/J+K="
1,"ZQN/",0,13,-1,-1,-1,6,0,-1,-1,3,1,2,"ZQN/WT:a"
2,"CMR[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!CMR["
2,"RKWC/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"RK(WC/"
1,"R>H[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]R>H["
3,"TCWBH/",0,2,-1,-1,-1,12,10,-1,-1,3,1,2,"TCWB(H/(WTJ+KM"
2,"SLX[",0,1,1,0,1,1,0,4,0,0,0,0,"!!SLX[/:c"
1,">SJR/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,">SJR/(JM"
2,"NWX[",0,1,7,8,1,1,0,62,0,1,2,2,"!M!](H]N(WX[/:ua"
2,"JWRH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"&WJ(WRH/:a"
1,"MXY[",0,1,0,0,1,0,0,2,3,1,2,-1,"MXY["
1,"SR/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"SR/H"
2,"XCH[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!X(C&FH["
2,"MYRJ/",-2,13,-1,-1,-1,6,0,-1,-1,3,1,0,"MYRJ/(WT"
2,"MGN[",0,1,8,1,1,0,4,1,3,1,1,-1,"!T=!MGN[~(N:d+K"
3,"CLMH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CLMH=/"
1,"BW>[",0,1,2,2,1,0,13,1,3,1,2,-1,"!J!](H]B(W>[+M"
3,">XJLWD/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">XJLWD/"
2,"QBR/",0,2,-1,-1,-1,6,0,-1,-1,3,2,1,"QBR/WT:c"
2,"<Z===/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"<Z===/:a"
2,"R<H=[",0,1,0,1,1,0,0,2,3,1,2,-1,"R<H=[:d"
1,"TPF[",0,1,1,0,1,1,0,5,0,0,0,2,"!!TPF[/:a"
2,"QDWC/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"QD(WC/JM"
2,"DQR[",0,1,0,0,7,0,7,2,3,3,0,-1,"DQR[(W+HW"
1,"P<L[",0,1,2,0,1,0,7,1,3,1,2,-1,"!J!P<L[+HW"
1,"ZR</",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"ZR</+W"
1,"<BD[",0,1,0,0,3,0,13,2,2,1,2,-1,"<BD[T+M"
2,"QVN===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"QVN===/"
1,"YPN[",0,1,0,0,6,0,0,2,1,1,0,-1,"YPN[TJ"
2,"SGR[",0,1,0,2,1,0,13,2,3,1,2,-1,"]H]SG&JR[+M"
2,"<NN[",0,1,1,1,1,1,3,4,0,0,0,2,"!!<NN[/:d+J"
1,"XBLH/",0,2,-1,-1,-1,3,6,-1,-1,1,1,2,"XBL(H/T+W"
1,"JCR/",0,13,-1,-1,-1,6,0,-1,-1,3,1,2,"JCR/WT:a"
